TCI,HYDRO_GP,Transect,SPECIES,Year,medYear,time,mTCI
7,Group 2,19,Eucalyptus largiflorens,2015,2018,-3,0.18
7,Group 2,19,Eucalyptus largiflorens,2016,2018,-2,0.18
10,Group 2,19,Eucalyptus largiflorens,2018,2018,0,0.6
6,Group 2,19,Eucalyptus largiflorens,2015,2018,-3,0.09
6,Group 2,19,Eucalyptus largiflorens,2016,2018,-2,0.09
10,Group 2,19,Eucalyptus largiflorens,2018,2018,0,0.5625
14,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.91
14,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.91
0,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.5
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.5
0,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.637
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.637
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.63
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.665
14,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.91
14,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.91
14,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.91
14,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.91
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7225
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.81
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.81
0,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.7371
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.7371
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.8
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.9
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.9
8,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.3
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.81
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.81
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.76
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.81
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.81
9,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.35
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.7371
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.7371
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7125
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.7371
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.7371
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.675
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.7371
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.7371
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.665
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.7371
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.7371
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.665
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.546
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.546
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7125
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.637
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.637
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.675
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.6825
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.6825
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7125
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.9
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.9
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.665
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.63
10,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.49
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.63
8,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.36
8,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.36
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.8075
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.637
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.637
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7225
14,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.8281
14,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.8281
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.72
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.675
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.675
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7125
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.819
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.819
0,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.63
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.63
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.76
10,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.45
10,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.45
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.665
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.675
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.675
12,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.7125
7,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.164
7,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.164
10,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.51
10,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.49
10,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.49
10,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.64
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2015,2018,-3,0.6075
11,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2016,2018,-2,0.6075
13,Group 5,18,Eucalyptus camaldulensis ssp. camaldulensis,2018,2018,0,0.8075
9,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.35
9,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.35
12,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.7225
11,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.6375
11,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.6375
13,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.8075
9,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.42
13,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.8075
7,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.24
7,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.24
11,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.68
11,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.6075
11,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.6075
12,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.81
10,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.486
10,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.486
12,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.765
7,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.15
7,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.15
11,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.68
7,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.24
7,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.24
11,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.72
9,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.35
9,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.35
13,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.855
11,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.546
11,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.546
13,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.8075
7,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.2
7,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.2
11,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.68
7,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.123
7,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.123
11,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.6375
11,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.546
11,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.546
13,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.8075
10,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.405
10,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.405
11,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.72
12,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.6825
12,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.6825
12,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.76
7,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.2
7,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.2
11,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.68
6,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.12
6,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.12
12,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.765
4,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.04
4,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.04
10,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.56
3,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.02
3,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.02
9,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.4125
5,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.08
5,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.08
9,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.36
6,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.1
6,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.1
11,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.68
8,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.21
8,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.21
10,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.6
7,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.18
7,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.18
11,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.68
5,Group 1,2,Eucalyptus largiflorens,2015,2018,-3,0.06
5,Group 1,2,Eucalyptus largiflorens,2016,2018,-2,0.06
10,Group 1,2,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 2,3,Acacia stenophylla,2015,2018,-3,0.273
10,Group 2,3,Acacia stenophylla,2016,2018,-2,0.273
10,Group 2,3,Acacia stenophylla,2018,2018,0,0.3825
2,Group 2,3,Acacia stenophylla,2015,2018,-3,0.0015
2,Group 2,3,Acacia stenophylla,2016,2018,-2,0.0015
7,Group 2,3,Acacia stenophylla,2018,2018,0,0.18
10,Group 2,3,Acacia stenophylla,2015,2018,-3,0.51
10,Group 2,3,Acacia stenophylla,2016,2018,-2,0.51
11,Group 2,3,Acacia stenophylla,2018,2018,0,0.57
8,Group 2,3,Acacia stenophylla,2015,2018,-3,0.225
8,Group 2,3,Acacia stenophylla,2016,2018,-2,0.225
10,Group 2,3,Acacia stenophylla,2018,2018,0,0.495
8,Group 2,3,Acacia stenophylla,2015,2018,-3,0.225
8,Group 2,3,Acacia stenophylla,2016,2018,-2,0.225
10,Group 2,3,Acacia stenophylla,2018,2018,0,0.45
7,Group 2,3,Acacia stenophylla,2015,2018,-3,0.24
7,Group 2,3,Acacia stenophylla,2016,2018,-2,0.24
10,Group 2,3,Acacia stenophylla,2018,2018,0,0.45
9,Group 2,3,Acacia stenophylla,2015,2018,-3,0.45
9,Group 2,3,Acacia stenophylla,2016,2018,-2,0.45
11,Group 2,3,Acacia stenophylla,2018,2018,0,0.475
7,Group 2,3,Acacia stenophylla,2015,2018,-3,0.18
7,Group 2,3,Acacia stenophylla,2016,2018,-2,0.18
10,Group 2,3,Acacia stenophylla,2018,2018,0,0.45
6,Group 2,3,Acacia stenophylla,2015,2018,-3,0.12
6,Group 2,3,Acacia stenophylla,2016,2018,-2,0.12
10,Group 2,3,Acacia stenophylla,2018,2018,0,0.45
5,Group 2,3,Acacia stenophylla,2015,2018,-3,0.06
5,Group 2,3,Acacia stenophylla,2016,2018,-2,0.06
6,Group 2,3,Acacia stenophylla,2018,2018,0,0.09
8,Group 2,3,Acacia stenophylla,2015,2018,-3,0.25
8,Group 2,3,Acacia stenophylla,2016,2018,-2,0.25
8,Group 2,3,Acacia stenophylla,2018,2018,0,0.26
7,Group 2,3,Acacia stenophylla,2015,2018,-3,0.15
7,Group 2,3,Acacia stenophylla,2016,2018,-2,0.15
8,Group 2,3,Acacia stenophylla,2018,2018,0,0.32
8,Group 2,3,Acacia stenophylla,2015,2018,-3,0.21
8,Group 2,3,Acacia stenophylla,2016,2018,-2,0.21
10,Group 2,3,Acacia stenophylla,2018,2018,0,0.495
9,Group 2,3,Acacia stenophylla,2015,2018,-3,0.42
9,Group 2,3,Acacia stenophylla,2016,2018,-2,0.42
10,Group 2,3,Acacia stenophylla,2018,2018,0,0.495
7,Group 2,3,Acacia stenophylla,2015,2018,-3,0.24
7,Group 2,3,Acacia stenophylla,2016,2018,-2,0.24
9,Group 2,3,Acacia stenophylla,2018,2018,0,0.44
8,Group 2,3,Acacia stenophylla,2015,2018,-3,0.25
8,Group 2,3,Acacia stenophylla,2016,2018,-2,0.25
11,Group 2,3,Acacia stenophylla,2018,2018,0,0.5225
11,Group 2,3,Acacia stenophylla,2015,2018,-3,0.6075
11,Group 2,3,Acacia stenophylla,2016,2018,-2,0.6075
10,Group 2,3,Acacia stenophylla,2018,2018,0,0.495
7,Group 2,3,Acacia stenophylla,2015,2018,-3,0.24
7,Group 2,3,Acacia stenophylla,2016,2018,-2,0.24
11,Group 2,3,Acacia stenophylla,2018,2018,0,0.4275
9,Group 2,3,Acacia stenophylla,2015,2018,-3,0.243
9,Group 2,3,Acacia stenophylla,2016,2018,-2,0.243
11,Group 2,3,Acacia stenophylla,2018,2018,0,0.4275
9,Group 2,3,Acacia stenophylla,2015,2018,-3,0.35
9,Group 2,3,Acacia stenophylla,2016,2018,-2,0.35
11,Group 2,3,Acacia stenophylla,2018,2018,0,0.475
9,Group 2,3,Acacia stenophylla,2015,2018,-3,0.243
9,Group 2,3,Acacia stenophylla,2016,2018,-2,0.243
10,Group 2,3,Acacia stenophylla,2018,2018,0,0.405
11,Group 2,3,Acacia stenophylla,2018,2018,0,0.57
9,Group 2,3,Acacia stenophylla,2015,2018,-3,0.42
9,Group 2,3,Acacia stenophylla,2016,2018,-2,0.42
8,Group 2,3,Acacia stenophylla,2015,2018,-3,0.25
8,Group 2,3,Acacia stenophylla,2016,2018,-2,0.25
9,Group 2,3,Acacia stenophylla,2018,2018,0,0.44
11,Group 2,3,Acacia stenophylla,2015,2018,-3,0.567
11,Group 2,3,Acacia stenophylla,2016,2018,-2,0.567
11,Group 2,3,Acacia stenophylla,2018,2018,0,0.57
10,Group 2,3,Acacia stenophylla,2015,2018,-3,0.405
10,Group 2,3,Acacia stenophylla,2016,2018,-2,0.405
11,Group 2,3,Acacia stenophylla,2018,2018,0,0.57
7,Group 2,14,Acacia stenophylla,2015,2018,-3,0.18
7,Group 2,14,Acacia stenophylla,2016,2018,-2,0.18
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.4875
8,Group 2,14,Acacia stenophylla,2015,2018,-3,0.205
8,Group 2,14,Acacia stenophylla,2016,2018,-2,0.205
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.4675
5,Group 2,14,Acacia stenophylla,2015,2018,-3,0.06
5,Group 2,14,Acacia stenophylla,2016,2018,-2,0.06
0,Group 2,14,Acacia stenophylla,2018,2018,0,0
8,Group 2,14,Acacia stenophylla,2015,2018,-3,0.205
8,Group 2,14,Acacia stenophylla,2016,2018,-2,0.205
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.52
7,Group 2,14,Acacia stenophylla,2015,2018,-3,0.123
7,Group 2,14,Acacia stenophylla,2016,2018,-2,0.123
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.54
8,Group 2,14,Acacia stenophylla,2015,2018,-3,0.3
8,Group 2,14,Acacia stenophylla,2016,2018,-2,0.3
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.54
9,Group 2,14,Acacia stenophylla,2015,2018,-3,0.3075
9,Group 2,14,Acacia stenophylla,2016,2018,-2,0.3075
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.54
2,Group 2,14,Acacia stenophylla,2015,2018,-3,0.01
2,Group 2,14,Acacia stenophylla,2016,2018,-2,0.01
5,Group 2,14,Acacia stenophylla,2018,2018,0,0.0275
5,Group 2,14,Acacia stenophylla,2015,2018,-3,0.06
5,Group 2,14,Acacia stenophylla,2016,2018,-2,0.06
11,Group 2,14,Acacia stenophylla,2018,2018,0,0.585
9,Group 2,14,Acacia stenophylla,2015,2018,-3,0.45
9,Group 2,14,Acacia stenophylla,2016,2018,-2,0.45
11,Group 2,14,Acacia stenophylla,2018,2018,0,0.5225
9,Group 2,14,Acacia stenophylla,2015,2018,-3,0.45
9,Group 2,14,Acacia stenophylla,2016,2018,-2,0.45
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.54
10,Group 2,14,Acacia stenophylla,2015,2018,-3,0.486
10,Group 2,14,Acacia stenophylla,2016,2018,-2,0.486
12,Group 2,14,Acacia stenophylla,2018,2018,0,0.665
4,Group 2,14,Acacia stenophylla,2015,2018,-3,0.03
4,Group 2,14,Acacia stenophylla,2016,2018,-2,0.03
6,Group 2,14,Acacia stenophylla,2018,2018,0,0.11
10,Group 2,14,Acacia stenophylla,2015,2018,-3,0.405
10,Group 2,14,Acacia stenophylla,2016,2018,-2,0.405
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.45
8,Group 2,14,Acacia stenophylla,2015,2018,-3,0.162
8,Group 2,14,Acacia stenophylla,2016,2018,-2,0.162
11,Group 2,14,Acacia stenophylla,2018,2018,0,0.4275
9,Group 2,14,Acacia stenophylla,2015,2018,-3,0.243
9,Group 2,14,Acacia stenophylla,2016,2018,-2,0.243
11,Group 2,14,Acacia stenophylla,2018,2018,0,0.585
10,Group 2,14,Acacia stenophylla,2015,2018,-3,0.486
10,Group 2,14,Acacia stenophylla,2016,2018,-2,0.486
11,Group 2,14,Acacia stenophylla,2018,2018,0,0.585
6,Group 2,14,Acacia stenophylla,2015,2018,-3,0.1
6,Group 2,14,Acacia stenophylla,2016,2018,-2,0.1
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.495
6,Group 2,14,Acacia stenophylla,2015,2018,-3,0.12
6,Group 2,14,Acacia stenophylla,2016,2018,-2,0.12
11,Group 2,14,Acacia stenophylla,2018,2018,0,0.4275
9,Group 2,14,Acacia stenophylla,2015,2018,-3,0.3075
9,Group 2,14,Acacia stenophylla,2016,2018,-2,0.3075
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.54
13,Group 2,14,Acacia stenophylla,2015,2018,-3,0.7371
13,Group 2,14,Acacia stenophylla,2016,2018,-2,0.7371
11,Group 2,14,Acacia stenophylla,2018,2018,0,0.57
7,Group 2,14,Acacia stenophylla,2015,2018,-3,0.18
7,Group 2,14,Acacia stenophylla,2016,2018,-2,0.18
9,Group 2,14,Acacia stenophylla,2018,2018,0,0.45
9,Group 2,14,Acacia stenophylla,2015,2018,-3,0.35
9,Group 2,14,Acacia stenophylla,2016,2018,-2,0.35
11,Group 2,14,Acacia stenophylla,2018,2018,0,0.57
10,Group 2,14,Acacia stenophylla,2015,2018,-3,0.3321
10,Group 2,14,Acacia stenophylla,2016,2018,-2,0.3321
11,Group 2,14,Acacia stenophylla,2018,2018,0,0.57
8,Group 2,14,Acacia stenophylla,2015,2018,-3,0.205
8,Group 2,14,Acacia stenophylla,2016,2018,-2,0.205
9,Group 2,14,Acacia stenophylla,2018,2018,0,0.3575
8,Group 2,14,Acacia stenophylla,2015,2018,-3,0.28
8,Group 2,14,Acacia stenophylla,2016,2018,-2,0.28
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.51
8,Group 2,14,Acacia stenophylla,2015,2018,-3,0.28
8,Group 2,14,Acacia stenophylla,2016,2018,-2,0.28
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.51
8,Group 2,14,Acacia stenophylla,2015,2018,-3,0.28
8,Group 2,14,Acacia stenophylla,2016,2018,-2,0.28
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.51
6,Group 2,14,Acacia stenophylla,2015,2018,-3,0.12
6,Group 2,14,Acacia stenophylla,2016,2018,-2,0.12
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.54
8,Group 2,14,Acacia stenophylla,2015,2018,-3,0.28
8,Group 2,14,Acacia stenophylla,2016,2018,-2,0.28
10,Group 2,14,Acacia stenophylla,2018,2018,0,0.495
9,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.42
9,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.42
10,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.64
9,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.3075
9,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.3075
11,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.6375
8,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.3
8,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.3
11,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.68
8,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.21
8,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.21
10,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.6
8,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.21
8,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.21
11,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.6375
8,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.246
8,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.246
10,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.64
9,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.45
9,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.45
11,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.5525
10,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.486
10,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.486
11,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.675
8,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.3
8,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.3
11,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.68
10,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.486
10,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.486
12,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.7225
9,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.3075
9,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.3075
11,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.68
4,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.04
4,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.04
0,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0
6,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.12
6,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.12
8,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.21
7,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.2
7,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.2
10,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.6
8,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.162
8,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.162
11,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.6375
10,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.405
10,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.405
10,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.6
10,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.405
10,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.405
10,Group 1,15,Eucalyptus largiflorens,2018,2018,0,0.6
5,Group 1,15,Eucalyptus largiflorens,2015,2018,-3,0.06
5,Group 1,15,Eucalyptus largiflorens,2016,2018,-2,0.06
